"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUST00000001963.13|ENSMUSG00000020681.14|OTTMUSG00000003113.2|OTTMUST00000006415.1|Ace-201|Ace|4906|protein_coding|",44.0683163354496,-0.700496829324352,0.51220782944537,-1.36760273673065,0.171436459363084,0.964554060615453
"ENSMUST00000106696.1|ENSMUSG00000020604.13|OTTMUSG00000003356.1|OTTMUST00000007055.1|Arsg-202|Arsg|1508|protein_coding|",58.5539001001252,-2.05588986798224,1.50198719413796,-1.36877989107103,0.171068088507314,0.964554060615453
"ENSMUST00000026658.12|ENSMUSG00000025571.13|OTTMUSG00000003674.3|-|Tnrc6c-201|Tnrc6c|8724|protein_coding|",76.7545286737278,-3.75565332753545,2.74140965417214,-1.36997158444369,0.170695771999345,0.964554060615453
"ENSMUST00000020999.6|ENSMUSG00000020668.10|OTTMUSG00000065186.1|OTTMUST00000158877.1|Kif3c-201|Kif3c|6791|protein_coding|",73.6718888447041,-0.624593764693843,0.456572826473811,-1.36800468288419,0.171310610298072,0.964554060615453
"ENSMUST00000120927.7|ENSMUSG00000021228.15|OTTMUSG00000027601.3|OTTMUST00000068317.1|Acot3-202|Acot3|1854|protein_coding|",2317.94975485762,1.89423493012019,1.38490194206327,1.36777548834837,0.171382362471828,0.964554060615453
"ENSMUST00000228768.1|ENSMUSG00000045211.5|OTTMUSG00000069186.1|OTTMUST00000167397.1|Nudt18-203|Nudt18|1578|protein_coding|",154.947587491838,-0.716578668666033,0.523812662003735,-1.36800562614297,0.171310315045767,0.964554060615453
"ENSMUST00000229028.1|ENSMUSG00000013846.10|OTTMUSG00000070607.1|OTTMUST00000170630.1|St3gal1-202|St3gal1|5732|protein_coding|",2691.60039714681,0.593172264319525,0.43353396825062,1.36822557806271,0.171241477626994,0.964554060615453
"ENSMUST00000007207.14|ENSMUSG00000022843.17|OTTMUSG00000028531.3|OTTMUST00000070706.1|Clcn2-201|Clcn2|3128|protein_coding|",1041.68977366212,0.316284876440003,0.231161990790877,1.36823910954346,0.171237243413259,0.964554060615453
"ENSMUST00000113337.9|ENSMUSG00000023977.15|OTTMUSG00000068877.1|OTTMUST00000166596.1|Ubr2-202|Ubr2|7633|protein_coding|",2094.30477360795,0.409408902904736,0.299104306275688,1.36878304429151,0.171067102556097,0.964554060615453
"ENSMUST00000224511.1|ENSMUSG00000024780.7|OTTMUSG00000068185.2|OTTMUST00000164804.1|Cdc37l1-204|Cdc37l1|2944|protein_coding|",103.205110976105,0.83781627882005,0.611313790913705,1.37051754969866,0.170525400914591,0.964554060615453
"ENSMUST00000066439.7|ENSMUSG00000053799.8|OTTMUSG00000074097.3|OTTMUST00000179808.1|Exoc6-201|Exoc6|3543|protein_coding|",493.869549140444,-0.298636872610122,0.217911238487885,-1.37045190822834,0.170545877910743,0.964554060615453
"ENSMUST00000045562.5|ENSMUSG00000040018.9|OTTMUSG00000026393.2|OTTMUST00000065269.1|Cox15-201|Cox15|4798|protein_coding|",626.808754480715,-0.172244051225848,0.125918484652537,-1.36790123944982,0.171342991754655,0.964554060615453
"ENSMUST00000062904.10|ENSMUSG00000039768.16|OTTMUSG00000010358.5|OTTMUST00000024140.2|Dnajc11-201|Dnajc11|3151|protein_coding|",1235.1809446075,-0.287639802969271,0.210402395007822,-1.36709376791352,0.171595916441766,0.964815353683158
"ENSMUST00000234750.1|ENSMUSG00000000673.9|OTTMUSG00000072778.1|OTTMUST00000176111.1|Haao-204|Haao|538|retained_intron|",31.1145794024621,0.994207410778725,0.727213543591293,1.36714644486529,0.171579407899387,0.964815353683158
"ENSMUST00000071064.12|ENSMUSG00000003721.14|OTTMUSG00000034839.4|OTTMUST00000088551.1|Insig2-202|Insig2|1292|protein_coding|",582.473372131933,-0.777740863514098,0.5689446897802,-1.3669885271529,0.171628901628765,0.964827752951088
"ENSMUST00000129254.7|ENSMUSG00000026155.13|OTTMUSG00000026521.4|OTTMUST00000065604.3|Smap1-202|Smap1|1365|protein_coding|",152.402967283984,-0.629569817545017,0.460695023409909,-1.36656526672494,0.17176161036443,0.965126373937545
"ENSMUST00000079957.11|ENSMUSG00000058715.11|OTTMUSG00000021504.2|OTTMUST00000050975.1|Fcer1g-201|Fcer1g|674|protein_coding|",378.565335340438,-0.355001229539729,0.259834567528211,-1.3662586657227,0.171857789750756,0.965126373937545
"ENSMUST00000109140.9|ENSMUSG00000027496.15|OTTMUSG00000016161.1|OTTMUST00000038659.1|Aurka-203|Aurka|1862|protein_coding|",54.0309951113523,-0.692403767421114,0.506787395831028,-1.36626082873611,0.171857111081827,0.965126373937545
"ENSMUST00000016511.5|ENSMUSG00000038751.5|OTTMUSG00000016561.1|OTTMUST00000040037.1|Ptk6-201|Ptk6|3689|protein_coding|",57.8466683187295,1.56193021307757,1.1432442033415,1.36622622578126,0.171867968375023,0.965126373937545
"ENSMUST00000069580.11|ENSMUSG00000055850.12|OTTMUSG00000023081.4|OTTMUST00000055725.1|Rnf181-201|Rnf181|1434|protein_coding|",1558.29989198293,-0.340851361729121,0.249474098790271,-1.36627955920854,0.171851234276718,0.965126373937545
"ENSMUST00000148671.1|ENSMUSG00000010122.14|OTTMUSG00000005831.4|OTTMUST00000012944.4|Slc47a1-204|Slc47a1|826|protein_coding|",33.3816523431657,1.87421235716578,1.3717290477212,1.36631382143532,0.171840484673848,0.965126373937545
"ENSMUST00000089230.6|ENSMUSG00000022052.9|OTTMUSG00000068886.2|OTTMUST00000166621.1|Ppp2r2a-201|Ppp2r2a|4010|protein_coding|",182.585531372445,0.584369908044319,0.427755095901902,1.36613196112182,0.171897548194134,0.965126373937545
"ENSMUST00000024888.14|ENSMUSG00000024083.16|OTTMUSG00000037125.2|-|Pja2-201|Pja2|4531|protein_coding|",221.292083401982,-2.230173721135,1.63270397985151,-1.36593880376149,0.171958171991445,0.965293850151114
"ENSMUST00000111432.9|ENSMUSG00000040713.12|OTTMUSG00000021575.3|OTTMUST00000051208.1|Creg1-202|Creg1|2163|protein_coding|",8944.3155218462,0.197327226729841,0.144485164408367,1.36572656118606,0.172024804264128,0.965494989160852
"ENSMUST00000156911.1|ENSMUSG00000006932.17|OTTMUSG00000016490.5|OTTMUST00000048559.1|Ctnnb1-210|Ctnnb1|773|retained_intron|",114.605521207634,-1.93645772893655,1.41822565444846,-1.36540875767026,0.172124612874087,0.965536527407148
"ENSMUST00000120041.7|ENSMUSG00000002320.15|OTTMUSG00000027875.3|OTTMUST00000069024.1|Tm9sf1-202|Tm9sf1|2164|protein_coding|",105.241815460041,-0.805049256775003,0.589599724040586,-1.36541661054032,0.172122146098602,0.965536527407148
"ENSMUST00000022587.9|ENSMUSG00000022010.19|OTTMUSG00000026106.6|OTTMUST00000064451.3|Tsc22d1-201|Tsc22d1|1762|protein_coding|",628.451669259032,-0.651965220850908,0.477474987403415,-1.36544371548424,0.172113631986568,0.965536527407148
"ENSMUST00000235234.1|ENSMUSG00000025041.17|OTTMUSG00000037178.4|OTTMUST00000180386.1|Nt5c2-205|Nt5c2|7353|protein_coding|",106.35536533617,0.524164875502943,0.383931950566708,1.36525463621676,0.172173031485712,0.965635327420133
"ENSMUST00000098657.4|ENSMUSG00000074254.4|OTTMUSG00000058416.1|OTTMUST00000143461.1|Cyp2a4-201|Cyp2a4|1738|protein_coding|",16338.2506358089,2.35449273906814,1.72488654138344,1.36501310815477,0.172248930148792,0.965715429161874
"ENSMUST00000162606.7|ENSMUSG00000019795.17|OTTMUSG00000034975.3|OTTMUST00000088932.1|Pcmt1-208|Pcmt1|2757|protein_coding|",388.592143256059,-0.374813898516974,0.274581510307493,-1.36503691780716,0.172241447004488,0.965715429161874
"ENSMUST00000073387.4|ENSMUSG00000029859.6|OTTMUSG00000057494.1|OTTMUST00000141388.1|Epha1-201|Epha1|3273|protein_coding|",1077.44123818208,0.277912596251846,0.203653348611,1.36463553458524,0.172367630394815,0.965796386069078
"ENSMUST00000205273.1|ENSMUSG00000049685.8|OTTMUSG00000058545.1|OTTMUST00000143761.1|Cyp2g1-202|Cyp2g1|472|retained_intron|",48.2431071334407,1.28889773457501,0.944359168185464,1.36483848306525,0.17230382056499,0.965796386069078
"ENSMUST00000170857.7|ENSMUSG00000025316.16|OTTMUSG00000036899.8|OTTMUST00000094791.2|Banp-204|Banp|5444|protein_coding|",20.3285247097433,2.02986929884052,1.48754670576842,1.36457516995539,0.172386613285794,0.965796386069078
"ENSMUST00000173558.1|ENSMUSG00000024393.14|OTTMUSG00000037194.1|OTTMUST00000095880.1|Prrc2a-204|Prrc2a|763|retained_intron|",139.27047773214,-1.04079693809445,0.762618379729286,-1.36476770788544,0.172326071260663,0.965796386069078
"ENSMUST00000163502.7|ENSMUSG00000025075.14|OTTMUSG00000036781.2|OTTMUST00000094402.1|Habp2-203|Habp2|661|protein_coding|",366.644943178642,0.312736520850351,0.229203792777173,1.36444740752779,0.172426795948407,0.965848882380052
"ENSMUST00000047615.14|ENSMUSG00000039354.16|OTTMUSG00000021499.4|OTTMUST00000050950.2|Smarcal1-201|Smarcal1|3059|protein_coding|",297.555957026057,-0.326370957070047,0.239350696584347,-1.36356802686402,0.17270356073991,0.96597503031846
"ENSMUST00000027367.13|ENSMUSG00000026176.13|OTTMUSG00000021740.5|OTTMUST00000051577.1|Ctdsp1-201|Ctdsp1|2876|protein_coding|",4902.27665185552,-0.12725136775454,0.0934200244714778,-1.36214230808077,0.173152978550568,0.96597503031846
"ENSMUST00000141750.7|ENSMUSG00000027184.14|OTTMUSG00000014878.4|OTTMUST00000035366.1|Caprin1-207|Caprin1|879|processed_transcript|",20.6795345640403,2.74916332277273,2.01866824064123,1.36186980476765,0.173238976992016,0.96597503031846
"ENSMUST00000018466.3|ENSMUSG00000018322.10|OTTMUSG00000016136.1|OTTMUST00000038588.1|Tomm34-201|Tomm34|2302|protein_coding|",54.0461908015671,-0.957497050156635,0.702630833820665,-1.36273132926731,0.172967200298247,0.96597503031846
"ENSMUST00000199854.4|ENSMUSG00000037062.13|OTTMUSG00000055022.2|OTTMUST00000136329.1|Sh3glb1-205|Sh3glb1|1416|protein_coding|",446.067920154076,0.384286669051244,0.28204364657447,1.36250780231555,0.173037683513851,0.96597503031846
"ENSMUST00000105887.7|ENSMUSG00000012117.13|OTTMUSG00000009801.7|OTTMUST00000023336.4|Dhdds-204|Dhdds|2038|protein_coding|",30.0483684295218,2.82404837451194,2.07343208037767,1.36201634055819,0.173192728267564,0.96597503031846
"ENSMUST00000001812.4|ENSMUSG00000001761.7|OTTMUSG00000013446.2|OTTMUST00000032499.1|Smo-201|Smo|3779|protein_coding|",218.892993580797,-0.65281182254514,0.479035107206936,-1.36276404948987,0.172956884656819,0.96597503031846
"ENSMUST00000142075.7|ENSMUSG00000042105.18|OTTMUSG00000029375.3|OTTMUST00000072801.1|Inpp5f-206|Inpp5f|2939|retained_intron|",57.8878114177475,2.75803047789576,2.02528250737862,1.36180037493414,0.173260893231575,0.96597503031846
"ENSMUST00000064151.12|ENSMUSG00000025509.15|OTTMUSG00000035378.8|OTTMUST00000090408.1|Pnpla2-202|Pnpla2|1799|protein_coding|",828.13673113013,-0.456778338441936,0.335317518888607,-1.36222628616573,0.173126482611209,0.96597503031846
"ENSMUST00000033920.5|ENSMUSG00000031521.5|OTTMUSG00000060612.1|OTTMUST00000148256.1|Aga-201|Aga|1181|protein_coding|",349.458998716947,-0.276456396113282,0.202781445390875,-1.36332195275752,0.172781066345651,0.96597503031846
"ENSMUST00000093800.8|ENSMUSG00000049493.13|OTTMUSG00000030784.2|OTTMUST00000076193.1|Pls1-201|Pls1|3704|protein_coding|",25.6099117596572,1.93909468177268,1.42292722652924,1.36275042435056,0.172961180172309,0.96597503031846
"ENSMUST00000092167.6|ENSMUSG00000020154.10|OTTMUSG00000064198.3|OTTMUST00000156801.3|Ptprb-201|Ptprb|11911|protein_coding|",3164.10718028113,0.375662674903901,0.275683460134758,1.36265945994827,0.172989860014528,0.96597503031846
"ENSMUST00000155067.7|ENSMUSG00000040127.13|OTTMUSG00000027610.2|OTTMUST00000068341.2|Sdr9c7-204|Sdr9c7|1175|processed_transcript|",152.028859555095,-0.655581079907931,0.481073047002145,-1.36274747461586,0.172962110127879,0.96597503031846
"ENSMUST00000147157.7|ENSMUSG00000020288.13|OTTMUSG00000005278.2|OTTMUST00000011771.2|Ahsa2-207|Ahsa2|651|protein_coding|",42.7780012731782,-1.00750908085213,0.7388552840012,-1.36360814176772,0.172690928271669,0.96597503031846
"ENSMUST00000121738.7|ENSMUSG00000001323.17|OTTMUSG00000006189.2|OTTMUST00000013950.2|Srr-204|Srr|3183|protein_coding|",724.062210744153,0.409346952716128,0.30056738507865,1.36191407663547,0.17322500320448,0.96597503031846
"ENSMUST00000166312.7|ENSMUSG00000020863.15|OTTMUSG00000001710.6|OTTMUST00000003373.4|Luc7l3-209|Luc7l3|5244|protein_coding|",47.5106005102623,-0.729642959292872,0.535771833852844,-1.36185389598752,0.173243998578739,0.96597503031846
"ENSMUST00000193893.5|ENSMUSG00000094694.6|OTTMUSG00000051984.2|OTTMUST00000130801.2|Ighv1-9-202|Ighv1-9|351|IG_V_gene|",44.3066805957657,-2.202687228806,1.61658407191409,-1.3625565580378,0.173022307876808,0.96597503031846
"ENSMUST00000036070.14|ENSMUSG00000021750.16|OTTMUSG00000027765.3|OTTMUST00000068717.1|Fam107a-201|Fam107a|3151|protein_coding|",30.3094352745325,-2.53176814652427,1.85604221992305,-1.3640681873224,0.172546106054466,0.96597503031846
"ENSMUST00000133816.7|ENSMUSG00000024130.16|OTTMUSG00000031259.3|OTTMUST00000077446.2|Abca3-204|Abca3|3758|retained_intron|",73.3604577414622,1.86806115213315,1.36953898923242,1.36400728042079,0.172565274312299,0.96597503031846
"ENSMUST00000233088.1|ENSMUSG00000063952.16|OTTMUSG00000017315.3|OTTMUST00000042071.2|Brpf3-213|Brpf3|2597|protein_coding|",151.831830995462,1.12800924486851,0.827512610185332,1.36313239337328,0.172840789323484,0.96597503031846
"ENSMUST00000075253.12|ENSMUSG00000024055.15|OTTMUSG00000032948.2|OTTMUST00000082147.1|Cyp4f13-201|Cyp4f13|1752|protein_coding|",1245.96438169585,-0.219594852134282,0.160966663678092,-1.36422565465752,0.172496556251817,0.96597503031846
"ENSMUST00000172767.8|ENSMUSG00000079557.11|OTTMUSG00000037203.2|OTTMUST00000095919.1|March2-203|March2|1398|protein_coding|",730.00219286525,-0.369471770406388,0.27131720117288,-1.36177053577582,0.17327031290484,0.96597503031846
"ENSMUST00000225235.1|ENSMUSG00000024566.10|OTTMUSG00000068418.6|OTTMUST00000165372.1|Atp9b-209|Atp9b|4326|nonsense_mediated_decay|",191.757042448287,-0.507360480014832,0.372583711909389,-1.36173553431724,0.17328136270914,0.96597503031846
"ENSMUST00000001801.10|ENSMUSG00000001750.16|OTTMUSG00000033070.3|OTTMUST00000082589.1|Tcirg1-201|Tcirg1|2688|protein_coding|",731.189593417314,0.401504515939396,0.294597874337496,1.36289006443891,0.172917160463824,0.96597503031846
"ENSMUST00000113485.8|ENSMUSG00000024949.17|OTTMUSG00000018615.5|OTTMUST00000060954.1|Sf1-201|Sf1|3221|nonsense_mediated_decay|",813.019164821683,0.220155720644213,0.16162917356296,1.36210385656928,0.173165111404905,0.96597503031846
"ENSMUST00000172302.7|ENSMUSG00000024924.14|OTTMUSG00000035962.10|OTTMUST00000092267.3|Vldlr-208|Vldlr|3855|protein_coding|",74.06860730142,2.68187484480391,1.96792609757706,1.36279245857142,0.172947928553549,0.96597503031846
"ENSMUST00000123957.1|ENSMUSG00000025089.15|OTTMUSG00000033056.3|OTTMUST00000082540.2|Gfra1-202|Gfra1|349|protein_coding|",19.2838197574099,-1.97645514763912,1.44985694181227,-1.3632070107335,0.172817278379361,0.96597503031846
"ENSMUST00000221594.1|ENSMUSG00000021577.14|OTTMUSG00000030724.3|OTTMUST00000163749.1|Sdha-209|Sdha|722|protein_coding|",261.922487821294,1.92574007955011,1.4145616727449,1.36136876649096,0.173397181352101,0.966448799193269
"ENSMUST00000222730.1|ENSMUSG00000016477.18|OTTMUSG00000000738.4|OTTMUST00000162672.1|E2f3-204|E2f3|4579|protein_coding|",135.029123409536,-0.389849359659087,0.286416960951094,-1.36112525726315,0.173474109110136,0.966705675407345
"ENSMUST00000008830.9|ENSMUSG00000094441.2|OTTMUSG00000073109.1|OTTMUST00000176990.1|Zfp955a-201|Zfp955a|3544|protein_coding|",175.276827939112,0.358020013150628,0.263070616082442,1.3609274136433,0.173536629280203,0.966882186529902
"ENSMUST00000074898.7|ENSMUSG00000031722.10|OTTMUSG00000061918.1|OTTMUST00000151104.1|Hp-201|Hp|1345|protein_coding|",102578.810313795,-0.38045870834967,0.279600271533159,-1.36072367263259,0.173601030669211,0.967069114511657
"ENSMUST00000021296.6|ENSMUSG00000020921.6|OTTMUSG00000002493.1|OTTMUST00000004876.1|Tmem101-201|Tmem101|1574|protein_coding|",158.472801114208,-0.46560338584566,0.342213472747195,-1.36056415928901,0.173651464404029,0.967151104754075
"ENSMUST00000103548.2|ENSMUSG00000094689.1|OTTMUSG00000052419.1|OTTMUST00000131492.1|Ighv1-81-201|Ighv1-81|351|IG_V_gene|",25.0434801161702,-1.83835131920803,1.35125004954523,-1.36048196248114,0.173677457049087,0.967151104754075
"ENSMUST00000023869.14|ENSMUSG00000023106.15|OTTMUSG00000035338.3|OTTMUST00000090182.2|Denr-201|Denr|2339|protein_coding|",584.461833118786,-0.222059942759413,0.163305328621991,-1.35978381497534,0.17389834561195,0.968062024517184
"ENSMUST00000006911.11|ENSMUSG00000006728.12|OTTMUSG00000030604.9|OTTMUST00000075793.3|Cdk4-201|Cdk4|2053|protein_coding|",849.970342125772,-0.207450855860131,0.152563224997834,-1.35976973391246,0.173902802911257,0.968062024517184
"ENSMUST00000086199.11|ENSMUSG00000026473.16|OTTMUSG00000016462.6|OTTMUST00000039662.2|Glul-201|Glul|2792|protein_coding|",32659.9060208675,0.166492866327602,0.122465488544351,1.35950844851533,0.173985527154517,0.968212544918389
"ENSMUST00000112066.1|ENSMUSG00000029524.16|OTTMUSG00000014665.1|OTTMUST00000034796.1|Sirt4-201|Sirt4|1794|protein_coding|",45.2387118555333,-2.49615327478957,1.83609641780963,-1.35948921340817,0.173991618245559,0.968212544918389
"ENSMUST00000144256.1|ENSMUSG00000087382.7|OTTMUSG00000016679.1|OTTMUST00000040388.1|Ctcflos-203|Ctcflos|1237|lncRNA|",22.3455845822795,-1.23744000540138,0.910683751743428,-1.35880321026086,0.174208955793845,0.96869984957288
"ENSMUST00000029402.14|ENSMUSG00000027822.16|OTTMUSG00000026586.1|OTTMUST00000065777.1|Slc33a1-201|Slc33a1|3150|protein_coding|",1091.9026822269,-0.299350822274207,0.220286455090004,-1.35891615375035,0.174173159426026,0.96869984957288
"ENSMUST00000084366.12|ENSMUSG00000028559.17|OTTMUSG00000008293.6|OTTMUST00000018864.2|Osbpl9-202|Osbpl9|3134|protein_coding|",148.712378143166,-0.754003583465259,0.554870228502242,-1.35888275264026,0.174183745018976,0.96869984957288
"ENSMUST00000114590.7|ENSMUSG00000043059.16|OTTMUSG00000022493.5|OTTMUST00000053847.2|Zfp513-202|Zfp513|2228|protein_coding|",190.169864050024,-0.368114960749757,0.270855541802196,-1.35908225580479,0.174120524935711,0.96869984957288
"ENSMUST00000044003.13|ENSMUSG00000044749.13|OTTMUSG00000003327.1|OTTMUST00000006992.1|Abca6-201|Abca6|5240|protein_coding|",5673.75638655892,0.245699653320556,0.180831021722708,1.35872512901752,0.174233706115354,0.96869984957288
"ENSMUST00000052172.6|ENSMUSG00000045382.6|OTTMUSG00000020918.2|OTTMUST00000049443.1|Cxcr4-201|Cxcr4|1805|protein_coding|",30.4624390345599,-1.27902763488992,0.94219897157379,-1.35749207277685,0.17462491057184,0.969236637445097
"ENSMUST00000132195.7|ENSMUSG00000019338.13|OTTMUSG00000019659.5|OTTMUST00000047029.3|Zfp687-204|Zfp687|862|protein_coding|",7.88833833257646,2.75435094889141,2.02834713512266,1.35792877915094,0.174486284398454,0.969236637445097
"ENSMUST00000077502.4|ENSMUSG00000009145.6|OTTMUSG00000057857.3|OTTMUST00000142072.2|Dqx1-201|Dqx1|3257|protein_coding|",351.988069764535,0.580646788166325,0.427719770875121,1.35754021138259,0.174609625631093,0.969236637445097
"ENSMUST00000114136.8|ENSMUSG00000036986.16|OTTMUSG00000033332.2|OTTMUST00000083650.1|Pml-202|Pml|4343|protein_coding|",339.112460127382,0.576144142160853,0.424434820274186,1.35743844434974,0.174641939813556,0.969236637445097
"ENSMUST00000034739.11|ENSMUSG00000032217.13|OTTMUSG00000063623.1|OTTMUST00000154919.1|Rnf111-201|Rnf111|4880|protein_coding|",306.20431233267,0.460694669992079,0.339249781922651,1.35798074027095,0.174469795557777,0.969236637445097
"ENSMUST00000062241.10|ENSMUSG00000045322.10|OTTMUSG00000049422.1|OTTMUST00000125992.1|Tlr9-201|Tlr9|3478|protein_coding|",34.4587442062981,-1.03360921859552,0.761125122676711,-1.35800171062616,0.174463141357027,0.969236637445097
"ENSMUST00000135846.1|ENSMUSG00000037370.13|OTTMUSG00000019714.3|OTTMUST00000047202.2|Enpp1-203|Enpp1|2721|protein_coding|",138.908555486978,2.70517984756251,1.99250639756449,1.35767686912782,0.174566239589642,0.969236637445097
"ENSMUST00000039516.3|ENSMUSG00000035105.5|OTTMUSG00000034921.2|OTTMUST00000088785.2|Egln3-201|Egln3|2662|protein_coding|",585.123227122851,-0.363200465153386,0.267561818169365,-1.35744504817007,0.174639842760779,0.969236637445097
"ENSMUST00000102972.5|ENSMUSG00000060981.7|OTTMUSG00000000568.2|OTTMUST00000001155.2|H4c8-201|H4c8|470|protein_coding|",30.8364047695995,-0.949559056511433,0.699329662323597,-1.3578132140948,0.174522960870254,0.969236637445097
"ENSMUST00000183038.7|ENSMUSG00000058690.14|OTTMUSG00000044419.4|OTTMUST00000116959.1|Ccser2-209|Ccser2|1681|protein_coding|",13.2265447897463,2.77484633377433,2.04309856902795,1.35815587942706,0.174414227156516,0.969236637445097
"ENSMUST00000146628.7|ENSMUSG00000022472.16|OTTMUSG00000032775.2|OTTMUST00000081613.1|Desi1-205|Desi1|2854|nonsense_mediated_decay|",73.6234893793202,-1.32486114941485,0.976065301352373,-1.35734888595999,0.174670381067037,0.969236637445097
"ENSMUST00000025866.13|ENSMUSG00000024924.14|OTTMUSG00000035962.10|OTTMUST00000092274.1|Vldlr-201|Vldlr|3253|nonsense_mediated_decay|",35.7846803439535,2.99187417081367,2.20448674796911,1.35717494041184,0.174725631214338,0.969371616999052
"ENSMUST00000065679.7|ENSMUSG00000053318.7|OTTMUSG00000050153.1|OTTMUST00000127505.1|Slamf8-201|Slamf8|1659|protein_coding|",36.2633771877983,-1.03049482660134,0.759848970472872,-1.35618375051563,0.175040710842702,0.969551815278799
"ENSMUST00000159293.7|ENSMUSG00000073481.9|OTTMUSG00000034883.3|OTTMUST00000088659.2|Marc2-202|Marc2|931|processed_transcript|",2146.69430395232,0.394254039647694,0.290749203287815,1.35599353390977,0.175101225396788,0.969551815278799
"ENSMUST00000114529.9|ENSMUSG00000026781.17|OTTMUSG00000011559.11|OTTMUST00000026995.3|Acbd5-204|Acbd5|3630|protein_coding|",228.586032889908,1.4551034375368,1.07347029270642,1.35551346639338,0.175254021081049,0.969551815278799
"ENSMUST00000019859.8|ENSMUSG00000019715.14|OTTMUSG00000016705.2|OTTMUST00000040476.1|Gle1-201|Gle1|4030|protein_coding|",866.470480896465,0.255829934983375,0.188791954475782,1.35508918107097,0.175389145229459,0.969551815278799
"ENSMUST00000145838.7|ENSMUSG00000027198.16|OTTMUSG00000014564.6|OTTMUST00000034552.2|Ext2-209|Ext2|921|protein_coding|",39.4820287762183,1.84069831280164,1.35695477456594,1.35649201233729,0.174942675121081,0.969551815278799
"ENSMUST00000057935.8|ENSMUSG00000050144.13|OTTMUSG00000052157.1|OTTMUST00000131069.1|Slc25a44-201|Slc25a44|3577|protein_coding|",2008.41931851872,0.45321302375039,0.334502232200823,1.35488789048887,0.175453278369067,0.969551815278799
"ENSMUST00000029972.3|ENSMUSG00000028295.14|OTTMUSG00000006463.1|OTTMUST00000014778.1|Smim8-201|Smim8|786|protein_coding|",134.468939882494,-0.575428185672834,0.424072843970254,-1.35690882793994,0.174810181491909,0.969551815278799
"ENSMUST00000102707.9|ENSMUSG00000028713.17|OTTMUSG00000008682.6|OTTMUST00000019678.2|Cyp4b1-201|Cyp4b1|1892|protein_coding|",564.125870736231,0.439075782295288,0.324057839385612,1.35493028999928,0.175439768017946,0.969551815278799
"ENSMUST00000103204.10|ENSMUSG00000028957.12|OTTMUSG00000010238.3|OTTMUST00000023794.1|Per3-201|Per3|5999|protein_coding|",505.116976685293,1.21833522984494,0.898572099728105,1.35585695373092,0.175144685956243,0.969551815278799
"ENSMUST00000031556.13|ENSMUSG00000029571.14|OTTMUSG00000024096.4|OTTMUST00000058937.1|Tmem106b-201|Tmem106b|6002|protein_coding|",4685.94861688955,0.300890927064537,0.221914139122391,1.35588894089614,0.175134506743665,0.969551815278799
"ENSMUST00000205204.1|ENSMUSG00000004980.16|OTTMUSG00000057601.2|OTTMUST00000141570.1|Hnrnpa2b1-213|Hnrnpa2b1|3645|retained_intron|",30.9879152408227,0.846434786930705,0.624700043403885,1.354945939044,0.175434781739271,0.969551815278799
"ENSMUST00000112554.8|ENSMUSG00000023349.14|OTTMUSG00000027044.2|OTTMUST00000066847.1|Clec4n-202|Clec4n|1140|protein_coding|",22.3335180136378,-2.34221451766364,1.72648276792252,-1.35663938336438,0.174895821570007,0.969551815278799
"ENSMUST00000209661.1|ENSMUSG00000031502.11|OTTMUSG00000021316.3|OTTMUST00000148480.1|Col4a1-207|Col4a1|618|nonsense_mediated_decay|",36.4125876178406,-1.2016058611147,0.886081581455501,-1.35608942366335,0.175070717561878,0.969551815278799
"ENSMUST00000166750.8|ENSMUSG00000034390.16|OTTMUSG00000061721.1|OTTMUST00000150626.1|Cmip-202|Cmip|2408|protein_coding|",896.625503405847,0.452208969413716,0.333745641026608,1.35495093815371,0.1754331888877,0.969551815278799
"ENSMUST00000213818.1|ENSMUSG00000032120.11|OTTMUSG00000063241.1|OTTMUST00000154034.1|C2cd2l-205|C2cd2l|667|retained_intron|",54.2442141371101,-0.976611659516508,0.720023104414419,-1.3563615577458,0.174984158259631,0.969551815278799
"ENSMUST00000070552.13|ENSMUSG00000020435.17|OTTMUSG00000005038.2|OTTMUST00000011208.1|Osbp2-201|Osbp2|4097|protein_coding|",40.2238637432031,0.918931041738862,0.677352389913738,1.35665136112665,0.174892013901351,0.969551815278799
"ENSMUST00000107385.1|ENSMUSG00000020917.17|OTTMUSG00000006279.2|OTTMUST00000048854.1|Acly-202|Acly|1741|protein_coding|",149.807346111879,1.92859850983988,1.42260729031989,1.35567877583856,0.175201395234973,0.969551815278799
"ENSMUST00000026129.15|ENSMUSG00000025137.15|OTTMUSG00000004081.2|OTTMUST00000009158.2|Pcyt2-201|Pcyt2|1881|protein_coding|",7868.01144178312,0.135006351388798,0.0995095427562423,1.35671763380029,0.17487094727951,0.969551815278799
"ENSMUST00000099490.2|ENSMUSG00000021488.8|OTTMUSG00000068257.1|OTTMUST00000164953.1|Nsd1-201|Nsd1|12784|protein_coding|",1519.19463819805,-0.151817961024491,0.11201216560447,-1.35537028683635,0.175299611463988,0.969551815278799
"ENSMUST00000079791.10|ENSMUSG00000005615.15|OTTMUSG00000025786.2|OTTMUST00000063507.1|Pcyt1a-201|Pcyt1a|4789|protein_coding|",2066.03360588139,0.280920232894784,0.207298847115998,1.35514614192518,0.175371000121818,0.969551815278799
